expiry_days,expiry_years,strike,moneyness,option_type,market_price,use_for_iv,iv,pct_error_flat_vol,pct_error_svi_vol
2,0.005479452054794521,703.0,0.938371819529116,put,0.11,True,0.3953662794575866,86.62499401384629,4.153798102590465
2,0.005479452054794521,704.0,0.9397066300832114,put,0.1,True,0.3826380598976243,81.97378022980031,10.114642887712217
2,0.005479452054794521,705.0,0.9410414406373069,put,0.11,True,0.3801018689192569,79.99269613044132,4.667836297123981
2,0.005479452054794521,706.0,0.9423762511914023,put,0.11,True,0.3724590718634783,75.65915769652366,9.566553950407293
2,0.005479452054794521,707.0,0.9437110617454978,put,0.12,True,0.3693885915163776,72.9494280442251,5.263857511793313
2,0.005479452054794521,708.0,0.9450458722995932,put,0.14,True,0.36998137570950324,71.98739631085994,5.317602791094658
2,0.005479452054794521,709.0,0.9463806828536887,put,0.14,True,0.36210307295413624,66.27252551049177,0.5109306738489336
2,0.005479452054794521,710.0,0.9477154934077843,put,0.15,True,0.35796425445155067,62.22802403291752,2.2963723872147512
2,0.005479452054794521,711.0,0.9490503039618797,put,0.17,True,0.3569319367060321,60.144134565444986,9.161992862001304
2,0.005479452054794521,712.0,0.9503851145159752,put,0.17,True,0.3488366827339877,52.497552426123036,4.143336636119664
2,0.005479452054794521,713.0,0.9517199250700706,put,0.17,True,0.3407278167957095,43.57184730846242,1.3075255517267286
2,0.005479452054794521,714.0,0.9530547356241661,put,0.2,True,0.34161810890422706,43.211109412380296,8.847279210641906
2,0.005479452054794521,715.0,0.9543895461782615,put,0.19,True,0.3304621034478963,29.454391165206207,1.7348651589450597
2,0.005479452054794521,716.0,0.955724356732357,put,0.23,True,0.3329212676925817,31.447947136626723,10.739468711289982
2,0.005479452054794521,717.0,0.9570591672864525,put,0.22,True,0.32191306285113125,15.965446452623475,0.712642035013031
2,0.005479452054794521,718.0,0.958393977840548,put,0.24,True,0.31833563471728293,9.962719968256428,2.9880234337230824
2,0.005479452054794521,719.0,0.9597287883946435,put,0.26,True,0.3143160176296949,3.1616520292891797,4.369004052004594
2,0.005479452054794521,720.0,0.9610635989487389,put,0.31,True,0.3159897009383844,5.660474574240481,14.180591154100114
2,0.005479452054794521,721.0,0.9623984095028344,put,0.31,True,0.3070616380287951,9.24196714125489,7.992352986767289
